Título,Veículo,Resumo,Resumo bruto,Link,Data
"Luz, gás, comida e Netflix: como a reforma tributária vai afetar o seu bolso - Aos Fatos",Aos Fatos,"Luz, gás, comida e Netflix: como a reforma tributária vai afetar o seu bolso","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE1PeC1jbEpJUjIzUGFKeTZteXZHRS04WGhRSnZNUDlVT0lZTy1zekJFTktoQmNsTW43RDc5SUNpeDlwNTltSkNJcUxoVzBRR1gtaEtPUE84YTdheTR4dXZzNkVqbmdIMzQxWVY4Wmx5RzMybFhzanI2QnhkdVhwRVU?oc=5"" target=""_blank"">Luz, gás, comida e Netflix: como a reforma tributária vai afetar o seu bolso</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Aos Fatos</font>",https://news.google.com/rss/articles/CBMif0FVX3lxTE1PeC1jbEpJUjIzUGFKeTZteXZHRS04WGhRSnZNUDlVT0lZTy1zekJFTktoQmNsTW43RDc5SUNpeDlwNTltSkNJcUxoVzBRR1gtaEtPUE84YTdheTR4dXZzNkVqbmdIMzQxWVY4Wmx5RzMybFhzanI2QnhkdVhwRVU?oc=5,2023-11-16
Senado aprova reforma tributária com pontos favoráveis para o setor transportador - Confederação Nacional do Transporte - CNT,CNT,Senado aprova reforma tributária com pontos favoráveis para o setor transportador,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxQbnJETUZCeThydFl4V3B3RDh4NDBacGRkR252WmduTjhTZDNzQi1zTDhkQTJ5dVByYTFudGNUR19veGV4UzRzT2xneExaRm8zeGYtRHR0dGxBNl9vcWtYTzRoWThNRWVpOGdWVkk3cldrY2dIVWVKcmhHNUxxbUVpZUIwbWVVY3k0WGlMUnlqUGhnS010QVkxU2I1X0duQk0xallCZ1hhWWQxUW01OU5mQ1hEdDY4LTQ?oc=5"" target=""_blank"">Senado aprova reforma tributária com pontos favoráveis para o setor transportador</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Confederação Nacional do Transporte - CNT</font>",https://news.google.com/rss/articles/CBMitwFBVV95cUxQbnJETUZCeThydFl4V3B3RDh4NDBacGRkR252WmduTjhTZDNzQi1zTDhkQTJ5dVByYTFudGNUR19veGV4UzRzT2xneExaRm8zeGYtRHR0dGxBNl9vcWtYTzRoWThNRWVpOGdWVkk3cldrY2dIVWVKcmhHNUxxbUVpZUIwbWVVY3k0WGlMUnlqUGhnS010QVkxU2I1X0duQk0xallCZ1hhWWQxUW01OU5mQ1hEdDY4LTQ?oc=5,2023-11-13
Reforma tributária é aprovada no Senado: entenda o que muda | InvestNews - Investnews,Investnews,Reforma tributária é aprovada no Senado: entenda o que muda | InvestNews,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxPalF4LWpzYzJfal9sTHRpcTBFMXNMN0VNbXJza3dQU0JkNTFFNHRwRTZEOXM3RTJ0dWQwdGJjRm1RcjFQNXNpVklRQTZQbVd5OGdTTGFHSXd5cGNaWXJQZXA2bGYzN1liOVJ1TmxPdE42VkpZcmNaXzc2c3RUTXZzZmFXMVdIb3lvWFcxcHo3bGljOGYyXzl3VjMzU0htdlQw0gGmAUFVX3lxTE9mZExacHB5eEpqZ0tJXy1DOFNrWGc4QVhBaXlncTZlSmRiWnVKQVBsZzQwQTNvMlhIeGxzUGMwUHFtN3phWU1OVV91MG9fVDktVXFraTFkaEdOMnZOYnZmOEs5YnFGS2M0X3dpUzBub1BYRzNhZHpEcUlObmZUaU5LNldaNUU3SnNxOUstLUNHcktqdkZEcEdmT3BVaC1VUGRvMlMwcVE?oc=5"" target=""_blank"">Reforma tributária é aprovada no Senado: entenda o que muda | InvestNews</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investnews</font>",https://news.google.com/rss/articles/CBMioAFBVV95cUxPalF4LWpzYzJfal9sTHRpcTBFMXNMN0VNbXJza3dQU0JkNTFFNHRwRTZEOXM3RTJ0dWQwdGJjRm1RcjFQNXNpVklRQTZQbVd5OGdTTGFHSXd5cGNaWXJQZXA2bGYzN1liOVJ1TmxPdE42VkpZcmNaXzc2c3RUTXZzZmFXMVdIb3lvWFcxcHo3bGljOGYyXzl3VjMzU0htdlQw0gGmAUFVX3lxTE9mZExacHB5eEpqZ0tJXy1DOFNrWGc4QVhBaXlncTZlSmRiWnVKQVBsZzQwQTNvMlhIeGxzUGMwUHFtN3phWU1OVV91MG9fVDktVXFraTFkaEdOMnZOYnZmOEs5YnFGS2M0X3dpUzBub1BYRzNhZHpEcUlObmZUaU5LNldaNUU3SnNxOUstLUNHcktqdkZEcEdmT3BVaC1VUGRvMlMwcVE?oc=5,2023-11-08
Senado Federal aprova reforma tributária; texto volta à Câmara - VEJA,VEJA,Senado Federal aprova reforma tributária; texto volta à Câmara,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxOSE5pajNPVHFnNjJURS1lYk1POVpLWmRlNzVBZk10YUNKNDk1THQ3ZXR4ZlpVV0ZaMGlmZGRKOEVydWxtX2xfd0RkanFYLTZvU1hyRFBBenhpX3RXY2FhN1NzTmRvVzY1MXM4bGZzQm53M2ZaaDR0eEJRaDdRTEpHdlRVRkZlVnVLNmxCbzR5N3piaE90N2JkZkZSeHM?oc=5"" target=""_blank"">Senado Federal aprova reforma tributária; texto volta à Câmara</a>&nbsp;&nbsp;<font color=""#6f6f6f"">VEJA</font>",https://news.google.com/rss/articles/CBMinAFBVV95cUxOSE5pajNPVHFnNjJURS1lYk1POVpLWmRlNzVBZk10YUNKNDk1THQ3ZXR4ZlpVV0ZaMGlmZGRKOEVydWxtX2xfd0RkanFYLTZvU1hyRFBBenhpX3RXY2FhN1NzTmRvVzY1MXM4bGZzQm53M2ZaaDR0eEJRaDdRTEpHdlRVRkZlVnVLNmxCbzR5N3piaE90N2JkZkZSeHM?oc=5,2023-11-08
"Reforma tributária terá 3 etapas na transição, e migração completa levará 50 anos; entenda - InfoMoney",InfoMoney,"Reforma tributária terá 3 etapas na transição, e migração completa levará 50 anos; entenda","<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxPS2J5c2E3Ti1fN1JiOFZISUNrcjVFa1U4WmFoQXp3Tkh3eEo0ZDhnWFlIUVhhOUlWMV9qRlZleWw4Uk1pX09wemI0dXFzV3JrRGw2OXprRmJMX19KSndTTFVrWDFhMXY4eG90S2hoVS1ZUGtjMHJwM25ZWmduWUVldDBhLTRsTG51TEpKcFlCU3VoWFVDU2thcnBtVkhseTkwY2pBRXh6MlloNU5PejhNV2R0U0FGaV9OcHdrUElVSHc1VHFvclHSAcsBQVVfeXFMTWlwTGJxamxaRnpMUUlPNVRWRDlBcnJiMENiSUFqV0daSGZqWWNqZnJkNkx4UVFEOFF4ODZzZndwVW1DZzVFeW9xZHVycGhDTU9KOTJwNWxueUd1S3F0LTNNQ1JfUnE1U0VHemloamNib0ZWN3dCTGN0T0NKRDFFYlNXVVRaaUs4MExtOXFXczBMdHlkaDFxUm5QdXdKY3R3WmFYT0NBS0VyVkNSNjN2V1ZUOUI3QVItYUJPM2Rfa1hRS0UxTFVzR0FxVnc?oc=5"" target=""_blank"">Reforma tributária terá 3 etapas na transição, e migração completa levará 50 anos; entenda</a>&nbsp;&nbsp;<font color=""#6f6f6f"">InfoMoney</font>",https://news.google.com/rss/articles/CBMixgFBVV95cUxPS2J5c2E3Ti1fN1JiOFZISUNrcjVFa1U4WmFoQXp3Tkh3eEo0ZDhnWFlIUVhhOUlWMV9qRlZleWw4Uk1pX09wemI0dXFzV3JrRGw2OXprRmJMX19KSndTTFVrWDFhMXY4eG90S2hoVS1ZUGtjMHJwM25ZWmduWUVldDBhLTRsTG51TEpKcFlCU3VoWFVDU2thcnBtVkhseTkwY2pBRXh6MlloNU5PejhNV2R0U0FGaV9OcHdrUElVSHc1VHFvclHSAcsBQVVfeXFMTWlwTGJxamxaRnpMUUlPNVRWRDlBcnJiMENiSUFqV0daSGZqWWNqZnJkNkx4UVFEOFF4ODZzZndwVW1DZzVFeW9xZHVycGhDTU9KOTJwNWxueUd1S3F0LTNNQ1JfUnE1U0VHemloamNib0ZWN3dCTGN0T0NKRDFFYlNXVVRaaUs4MExtOXFXczBMdHlkaDFxUm5QdXdKY3R3WmFYT0NBS0VyVkNSNjN2V1ZUOUI3QVItYUJPM2Rfa1hRS0UxTFVzR0FxVnc?oc=5,2023-11-16
Reforma tributária e chances perdidas: caso das Cides - ConJur,ConJur,Reforma tributária e chances perdidas: caso das Cides,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxQcDVFeHFUWU5VdElLLV9tZi1jQ3FaWGFFR1NaX19pbzhfUnZ1bGF6OU9oaEZQUEtzWFQtcWNVb19tOFl6b1J5U3NuODRRRjh0b3ZxWUdNNXF6eExqQS1Fb2tIaWQ1TTgzMjhyc0RVVWVUUXpoekxjYU9Mek1uMV9HdXNFbXJELW4yNHZCWUFuWlpTOFRCWi0wMVlR?oc=5"" target=""_blank"">Reforma tributária e chances perdidas: caso das Cides</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ConJur</font>",https://news.google.com/rss/articles/CBMimgFBVV95cUxQcDVFeHFUWU5VdElLLV9tZi1jQ3FaWGFFR1NaX19pbzhfUnZ1bGF6OU9oaEZQUEtzWFQtcWNVb19tOFl6b1J5U3NuODRRRjh0b3ZxWUdNNXF6eExqQS1Fb2tIaWQ1TTgzMjhyc0RVVWVUUXpoekxjYU9Mek1uMV9HdXNFbXJELW4yNHZCWUFuWlpTOFRCWi0wMVlR?oc=5,2023-11-06
Pacheco diz que reforma tributária deve ser votada entre quarta e quinta-feira no Senado - CNN Brasil,CNN Brasil,Pacheco diz que reforma tributária deve ser votada entre quarta e quinta-feira no Senado,"<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxPUVR3R3FVdF9UYzZxWHlwcElQZlpxTXpkQS05MDZWNzROYmZUM0J3ajh2SFpoVXBSOXl6SXlpQWVRTVlFTWRubFNlOF9MSndLcEFhblVjR3N3dzJMM2NsYlplU2MtS29EdTg4bGZKLXJrLUZseWltLUtpcUdDRkk0TDh3UVpmR2NQQjJoY09yYUE4dHctMXRoSHN0MVR2TVBNa2tnSTJndjg1Zmw5aHFkdTdUSFI3X1J4emUzd1FoS05oU1FJTWd3Y2thUlNGZlpocVd6ajZ6VkI?oc=5"" target=""_blank"">Pacheco diz que reforma tributária deve ser votada entre quarta e quinta-feira no Senado</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Brasil</font>",https://news.google.com/rss/articles/CBMi2AFBVV95cUxPUVR3R3FVdF9UYzZxWHlwcElQZlpxTXpkQS05MDZWNzROYmZUM0J3ajh2SFpoVXBSOXl6SXlpQWVRTVlFTWRubFNlOF9MSndLcEFhblVjR3N3dzJMM2NsYlplU2MtS29EdTg4bGZKLXJrLUZseWltLUtpcUdDRkk0TDh3UVpmR2NQQjJoY09yYUE4dHctMXRoSHN0MVR2TVBNa2tnSTJndjg1Zmw5aHFkdTdUSFI3X1J4emUzd1FoS05oU1FJTWd3Y2thUlNGZlpocVd6ajZ6VkI?oc=5,2023-11-06
Ministro de Relações Institucionais articula avanço da Reforma Tributária no Congresso - Senado,Senado,Ministro de Relações Institucionais articula avanço da Reforma Tributária no Congresso,"<a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxQNGlkNGhOcjV1TWFFT2hRcHZOaENRMS1qS0w3cDU2elZwc1pMWnZ5aHFfaVFxcm5YTHJTNmdkSVpsTm4yZ0hBNTVEWnRGWWgwVXJyZUFmOXJnbUpkM1JoOHZLZDRzSUZuTTZDcWlRUTJWcXRnaVZQTGpMQThvNVlyUUlLOS16WnptZWdlRkg1S21YZUNuaVpFMXN2RUVEQmFwYTQzbEJHeVZwNXM0TmFZMmtZWDllUWszbWlVS3ZFV09IYTREbWdJalZXZG5vR0hPbHF5VA?oc=5"" target=""_blank"">Ministro de Relações Institucionais articula avanço da Reforma Tributária no Congresso</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQNGlkNGhOcjV1TWFFT2hRcHZOaENRMS1qS0w3cDU2elZwc1pMWnZ5aHFfaVFxcm5YTHJTNmdkSVpsTm4yZ0hBNTVEWnRGWWgwVXJyZUFmOXJnbUpkM1JoOHZLZDRzSUZuTTZDcWlRUTJWcXRnaVZQTGpMQThvNVlyUUlLOS16WnptZWdlRkg1S21YZUNuaVpFMXN2RUVEQmFwYTQzbEJHeVZwNXM0TmFZMmtZWDllUWszbWlVS3ZFV09IYTREbWdJalZXZG5vR0hPbHF5VA?oc=5,2023-11-09
Sinopse Tributária 2023-2024: principais desafios e perspectivas da Reforma Tributária - Único - o portal de notícias do Mattos Filho,o portal de notícias do Mattos Filho,Sinopse Tributária 2023-2024: principais desafios e perspectivas da Reforma Tributária,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxPMXg4c3hCNnhzN3hTQVZHT0cwUEU1OC1hWkhQT0ZtM3N4SzVQOVA1N05sNklpeU9jOEh2eEV6RU0tQ1FzYS1CZ21zVjZKdmpCMlBwTVBQaWQzS3B2WlZBX3o5ZGs2Q2hKSkRIbVY4RmszejdVR2ZMODktT1FHTzNHMHJDWTI?oc=5"" target=""_blank"">Sinopse Tributária 2023-2024: principais desafios e perspectivas da Reforma Tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Único - o portal de notícias do Mattos Filho</font>",https://news.google.com/rss/articles/CBMihAFBVV95cUxPMXg4c3hCNnhzN3hTQVZHT0cwUEU1OC1hWkhQT0ZtM3N4SzVQOVA1N05sNklpeU9jOEh2eEV6RU0tQ1FzYS1CZ21zVjZKdmpCMlBwTVBQaWQzS3B2WlZBX3o5ZGs2Q2hKSkRIbVY4RmszejdVR2ZMODktT1FHTzNHMHJDWTI?oc=5,2023-11-29
Sinafresp discute Reforma Tributária com vice-presidente da Câmara dos Deputados - sinafresp,sinafresp,Sinafresp discute Reforma Tributária com vice-presidente da Câmara dos Deputados,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcEMtRUlnYlptMEhJNUJLM3o2RU5IanBQUy1JNm1fY3pkQjZCaEh4S255NzFZWnpjZkdwekR4U0FFQzlhbDZUU3JWWlBzVDNuSW1pQkgyazFwZ09EN0VPYlBwTy01dkloN1pYMGF1M2xfaVhGZGpMbXJvWjJBRWNhcnl2SlBCSWZpM2VYYnREVHM1dEw4NWU5U3hOcnliN3NOZVdTODZLMk1VOFZWY29wUjRvb012WEtVSmVN?oc=5"" target=""_blank"">Sinafresp discute Reforma Tributária com vice-presidente da Câmara dos Deputados</a>&nbsp;&nbsp;<font color=""#6f6f6f"">sinafresp</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcEMtRUlnYlptMEhJNUJLM3o2RU5IanBQUy1JNm1fY3pkQjZCaEh4S255NzFZWnpjZkdwekR4U0FFQzlhbDZUU3JWWlBzVDNuSW1pQkgyazFwZ09EN0VPYlBwTy01dkloN1pYMGF1M2xfaVhGZGpMbXJvWjJBRWNhcnl2SlBCSWZpM2VYYnREVHM1dEw4NWU5U3hOcnliN3NOZVdTODZLMk1VOFZWY29wUjRvb012WEtVSmVN?oc=5,2023-12-05
A tributação do agronegócio na reforma tributária - Migalhas,Migalhas,A tributação do agronegócio na reforma tributária,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxNWm9QMGhTUndjVE9sYWNDenhPV2ZpMHR5VXFzX2pBTUx0U1ZpaGNrY2V0X3FsTDlaNmE0ZUdVbjFXYTZsd21kVmRQYnRKU19pRi00OW1GcEROMF9SdmFrVEtVMERzOW95NlJQLW5MQTktRFdfVFltY2xvWUhlWmFZb2JpaWxSemp0cTJNd3N0ZXJSUGhYR3fSAZsBQVVfeXFMUHd6bUNISXVoT2d2N0VwY0lzQmVCOGlXQUg3UWFhN256emdiOWRTeV82TTc4VE1kLUZTaUlIMkJHTFhXZHZHLUhZYXMyM0VDU0FWX3Y3MEJEblA1TzVkQXhIU1MwellOTWhaYWI0a0xvZmpHZjZYSkpfTTRtdHpBMEVxZnhOV3pPalBBbnIxNUhBM2Fld20wT1pydW8?oc=5"" target=""_blank"">A tributação do agronegócio na reforma tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMilgFBVV95cUxNWm9QMGhTUndjVE9sYWNDenhPV2ZpMHR5VXFzX2pBTUx0U1ZpaGNrY2V0X3FsTDlaNmE0ZUdVbjFXYTZsd21kVmRQYnRKU19pRi00OW1GcEROMF9SdmFrVEtVMERzOW95NlJQLW5MQTktRFdfVFltY2xvWUhlWmFZb2JpaWxSemp0cTJNd3N0ZXJSUGhYR3fSAZsBQVVfeXFMUHd6bUNISXVoT2d2N0VwY0lzQmVCOGlXQUg3UWFhN256emdiOWRTeV82TTc4VE1kLUZTaUlIMkJHTFhXZHZHLUhZYXMyM0VDU0FWX3Y3MEJEblA1TzVkQXhIU1MwellOTWhaYWI0a0xvZmpHZjZYSkpfTTRtdHpBMEVxZnhOV3pPalBBbnIxNUhBM2Fld20wT1pydW8?oc=5,2023-11-14
Saiba como votou cada senador no 1º turno da reforma tributária - Poder360,Poder360,Saiba como votou cada senador no 1º turno da reforma tributária,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxOSUJZZF9RTDJuTnZhNTNIOGRUOWxZbDV5TmJnTHh0YXpCd3VUV2NZeEhfc2tRM2NEZlF5Zy1WVVplZ194R1ZLN2hiRVliRVluc29IaHliRDlpTFFFdFFVS2g0a1c0XzQ0aDc3UTFOQmVEZHBIOUI0ZnE2YWFsNDU4aDM2aGRERi01MW0yUWk5NUlCZmYyaWxORnU2aGEtNTJXTloxQV9jTmlhNkRzejFuUEdSaWYzWHVj?oc=5"" target=""_blank"">Saiba como votou cada senador no 1º turno da reforma tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Poder360</font>",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOSUJZZF9RTDJuTnZhNTNIOGRUOWxZbDV5TmJnTHh0YXpCd3VUV2NZeEhfc2tRM2NEZlF5Zy1WVVplZ194R1ZLN2hiRVliRVluc29IaHliRDlpTFFFdFFVS2g0a1c0XzQ0aDc3UTFOQmVEZHBIOUI0ZnE2YWFsNDU4aDM2aGRERi01MW0yUWk5NUlCZmYyaWxORnU2aGEtNTJXTloxQV9jTmlhNkRzejFuUEdSaWYzWHVj?oc=5,2023-11-08
"Montamos uma geringonça com reforma tributária, diz Everardo Maciel - Poder360",Poder360,"Montamos uma geringonça com reforma tributária, diz Everardo Maciel","<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxONEVBbnU5QmZoY1VPU2ZOTm5lSVZ3MXAwTmZNUm1RTE43SDNzUHFZWXhKM0o4UjVoajdTUVMyTFd2Ny1zS2lCVFBacWFLQktLWDUzQzJKY3ZhcEYzREp3cjVERmhpdjg5TzlQX3p3M1c1blRQMS0wWk1sSlROTVIzVTBFaGxfMjRFMzRfT1lJMkROLXZCd3RpX18wYjdjMDNiYjBWZ1ozYUdudjNCbjNFV2dxMmE2TjN6d3JF?oc=5"" target=""_blank"">Montamos uma geringonça com reforma tributária, diz Everardo Maciel</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Poder360</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxONEVBbnU5QmZoY1VPU2ZOTm5lSVZ3MXAwTmZNUm1RTE43SDNzUHFZWXhKM0o4UjVoajdTUVMyTFd2Ny1zS2lCVFBacWFLQktLWDUzQzJKY3ZhcEYzREp3cjVERmhpdjg5TzlQX3p3M1c1blRQMS0wWk1sSlROTVIzVTBFaGxfMjRFMzRfT1lJMkROLXZCd3RpX18wYjdjMDNiYjBWZ1ozYUdudjNCbjNFV2dxMmE2TjN6d3JF?oc=5,2023-11-20
Entenda por que reforma tributária não acaba com direito à herança - Valor Econômico,Valor Econômico,Entenda por que reforma tributária não acaba com direito à herança,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxPRGdIUElEV0JIbVRia3lCb2hZT05hbE5mdVlFVGZ1WWhiblNVVExyU2F1NTkwU1lybHJHdTYtSFdKOFVKQUlrVFQxZllHWG9RcEhDOWJCdmdoZmY0ai1hVFQwRnF6aENjbFFDVVNaRWlOQzJCci10ZFpEWFZoOUN5dF9CanBpSjd5OV9yYlJNdUpXaWxCNUdnMnRlMWRHSWdyUzJhSC1uN01aTzk2Mi1NVFYwWjY1Y1FWU0JQREVPc3NpVlJJ0gHTAUFVX3lxTE5LSDBNM1FadEFXUWhJQzhSd2V0M3Y4eWRYWldFX3ZnaWdtUFMyc1U0VVdZRUU0SEt3VDBTYk5hMVdndUd3b3ZtbVMxX3h2ZGViYW9tZGtwOGtkS3dtdllMSGtBdGFBNURja2lNdUVsWlZRbkZidEFkWE5xTU9seWZYWXpNZXh3LVdWako1dkdYWF82QU5VZHVFeFVGZi10MVhuMUVCZW5acXpLU1JZeDJsSHJCMWh4ei1Jb1dRZzZheGxwbWhqdWFhU28xWlVqbVVjZWM?oc=5"" target=""_blank"">Entenda por que reforma tributária não acaba com direito à herança</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Valor Econômico</font>",https://news.google.com/rss/articles/CBMixAFBVV95cUxPRGdIUElEV0JIbVRia3lCb2hZT05hbE5mdVlFVGZ1WWhiblNVVExyU2F1NTkwU1lybHJHdTYtSFdKOFVKQUlrVFQxZllHWG9RcEhDOWJCdmdoZmY0ai1hVFQwRnF6aENjbFFDVVNaRWlOQzJCci10ZFpEWFZoOUN5dF9CanBpSjd5OV9yYlJNdUpXaWxCNUdnMnRlMWRHSWdyUzJhSC1uN01aTzk2Mi1NVFYwWjY1Y1FWU0JQREVPc3NpVlJJ0gHTAUFVX3lxTE5LSDBNM1FadEFXUWhJQzhSd2V0M3Y4eWRYWldFX3ZnaWdtUFMyc1U0VVdZRUU0SEt3VDBTYk5hMVdndUd3b3ZtbVMxX3h2ZGViYW9tZGtwOGtkS3dtdllMSGtBdGFBNURja2lNdUVsWlZRbkZidEFkWE5xTU9seWZYWXpNZXh3LVdWako1dkdYWF82QU5VZHVFeFVGZi10MVhuMUVCZW5acXpLU1JZeDJsSHJCMWh4ei1Jb1dRZzZheGxwbWhqdWFhU28xWlVqbVVjZWM?oc=5,2023-11-07
Comissão do Senado aprova a reforma tributária; veja principais pontos - G1,G1,Comissão do Senado aprova a reforma tributária; veja principais pontos,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxNbVhzYjhZY1ctT2xiTFlEYUd5SlJraVFic3FueDdHaVVqcU0wX2F2bnpPekVJYVc3bDIzcFhNSnU3WlZ0OHNXZExOcUpNVkxrVVhwNjlBWDJtTlA4VDBzbzB0N3VVTHU4b2VSbFQ2UENtaHpTX0FKWXdreWRpQTkxSXBLUUQ1X3Q4TjBta1JiUkNRS3otLW1NeFNSb1dHWjRZNEd6ZUtDMEJPUFZ0bVRSb3ZwdlUtYk5scGhoZlFYVdIBzgFBVV95cUxObktMWk85al8tYW1nN1JXcWdxUGVGZW1TaFlOWDROZUstalFPb2tOSFl0SU1PRDJzRXFjb1FvQUtBLWJoTU1RWkpEbmJ1N3BXbUVBdC14VVJPRldlaE1vNHlrX29MS04yZlFpc3NqTl9LekNiTHJFVS14eDRaZlF1aVRyZ0Vxa1NoRlg0ZExaVWJUN281cFJFQTJfd3pUZ3VFcHJ2eFBlNGhuZ1A3aW9QQ0dWV0M0eUZlZ2hNRURDMExQZjR5M2RZNGJaX212Zw?oc=5"" target=""_blank"">Comissão do Senado aprova a reforma tributária; veja principais pontos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">G1</font>",https://news.google.com/rss/articles/CBMivwFBVV95cUxNbVhzYjhZY1ctT2xiTFlEYUd5SlJraVFic3FueDdHaVVqcU0wX2F2bnpPekVJYVc3bDIzcFhNSnU3WlZ0OHNXZExOcUpNVkxrVVhwNjlBWDJtTlA4VDBzbzB0N3VVTHU4b2VSbFQ2UENtaHpTX0FKWXdreWRpQTkxSXBLUUQ1X3Q4TjBta1JiUkNRS3otLW1NeFNSb1dHWjRZNEd6ZUtDMEJPUFZ0bVRSb3ZwdlUtYk5scGhoZlFYVdIBzgFBVV95cUxObktMWk85al8tYW1nN1JXcWdxUGVGZW1TaFlOWDROZUstalFPb2tOSFl0SU1PRDJzRXFjb1FvQUtBLWJoTU1RWkpEbmJ1N3BXbUVBdC14VVJPRldlaE1vNHlrX29MS04yZlFpc3NqTl9LekNiTHJFVS14eDRaZlF1aVRyZ0Vxa1NoRlg0ZExaVWJUN281cFJFQTJfd3pUZ3VFcHJ2eFBlNGhuZ1A3aW9QQ0dWV0M0eUZlZ2hNRURDMExQZjR5M2RZNGJaX212Zw?oc=5,2023-11-07
"IVA padrão pode ficar próximo de 25% com efeitos sobre sonegação, diz Appy à CNN - CNN Brasil",CNN Brasil,"IVA padrão pode ficar próximo de 25% com efeitos sobre sonegação, diz Appy à CNN","<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxNcTJQQ0VvNU5pODJ1REh5N05QSHY4MXh2WF9icDliekg2czhBMXhtTU04NXhsVmdSNGs3Y09NRExCNU5Va2hlWG13WGxXRmhnbmxmNzhsRlVzMllQSzBnOHQzaDNYaDAtZjhqOU5NYTZGaWU3TVJfd0xnUHVZTG4wNE9QbXhOZ3VwTTlZeHZWMWl1V3RTT3lqb2l2T0ltNzRDbUVRajJHZW02MjFfeHQwMnFDYU9sZnh0aHhsRjdTLWhIQjJ4RzRzMVJ6OA?oc=5"" target=""_blank"">IVA padrão pode ficar próximo de 25% com efeitos sobre sonegação, diz Appy à CNN</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Brasil</font>",https://news.google.com/rss/articles/CBMiywFBVV95cUxNcTJQQ0VvNU5pODJ1REh5N05QSHY4MXh2WF9icDliekg2czhBMXhtTU04NXhsVmdSNGs3Y09NRExCNU5Va2hlWG13WGxXRmhnbmxmNzhsRlVzMllQSzBnOHQzaDNYaDAtZjhqOU5NYTZGaWU3TVJfd0xnUHVZTG4wNE9QbXhOZ3VwTTlZeHZWMWl1V3RTT3lqb2l2T0ltNzRDbUVRajJHZW02MjFfeHQwMnFDYU9sZnh0aHhsRjdTLWhIQjJ4RzRzMVJ6OA?oc=5,2023-11-15
Leia a íntegra da reforma tributária aprovada no Senado - Poder360,Poder360,Leia a íntegra da reforma tributária aprovada no Senado,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxOQldOczg2ek5aWW9oX0RfX2ZEYkdyMVNZVkVpUjQ0Mkc0bkplWUd4R1RhTUV4UnlZSlRScU1oaXBYSVRVZ1pPTXFNTjZVSmFxWENWRk4tUGh0NVFLM2RyRFlpbVZaR25Nb0pSYUFkZ21uNllJX3M3cXJxRlJtYzZZQ0JZQ01KRlhfSEY1ZU55eGNzNzM2Tlg4WU1scVpLeGRRcVV6TzFlZ0tnS0NuaGhr?oc=5"" target=""_blank"">Leia a íntegra da reforma tributária aprovada no Senado</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Poder360</font>",https://news.google.com/rss/articles/CBMirwFBVV95cUxOQldOczg2ek5aWW9oX0RfX2ZEYkdyMVNZVkVpUjQ0Mkc0bkplWUd4R1RhTUV4UnlZSlRScU1oaXBYSVRVZ1pPTXFNTjZVSmFxWENWRk4tUGh0NVFLM2RyRFlpbVZaR25Nb0pSYUFkZ21uNllJX3M3cXJxRlJtYzZZQ0JZQ01KRlhfSEY1ZU55eGNzNzM2Tlg4WU1scVpLeGRRcVV6TzFlZ0tnS0NuaGhr?oc=5,2023-11-10
